English Word;German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
poser;;0;0;0;0;0;0;0;0;0;0
posited;gesetzte;0;0;0;0;0;0;0;0;0;0
position;Position;0;0;0;0;0;0;0;0;0;0
posse;;0;0;0;0;0;1;0;0;0;0
possess;besitzen;1;0;0;1;0;0;1;0;0;1
possessed;;0;1;1;0;1;1;0;0;0;0
possessing;Besitz;0;0;0;0;0;0;0;0;0;0
possession;Besitz;0;1;1;0;1;1;0;0;0;0
possessor;Besitzer;0;0;0;0;0;0;0;0;0;0
possibility;;0;0;0;1;0;0;0;0;0;0
possibly;m�glicherweise;0;0;0;0;0;0;0;0;0;0
post;Post;0;0;0;0;0;0;0;0;0;0
postal;Post-;0;0;0;0;0;0;0;0;0;0
poster;Plakat;0;0;0;0;0;0;0;0;0;0
posterior;;0;0;0;0;0;0;0;0;0;0
posterity;Nachwelt;0;0;0;0;0;0;0;0;0;0
posthumous;;0;1;0;0;0;0;0;1;0;0
postpone;verschieben;0;0;0;0;0;0;0;0;0;0
postponed;verschoben;0;0;0;0;0;0;0;0;0;0
postponement;;0;1;0;0;0;0;0;0;1;0
postscript;;0;0;0;0;0;0;0;0;0;0
postulate;Postulat;0;0;0;0;0;0;0;0;0;0
posture;;0;0;0;0;0;0;0;0;0;0
pot;Topf;0;0;0;0;0;0;0;0;0;0
potable;;1;0;0;0;0;0;0;0;0;0
potency;;1;0;0;0;0;0;0;0;0;0
potent;potent;0;0;0;0;0;0;0;0;0;0
potential;Potenzial;0;0;0;0;0;0;0;0;0;0
potion;;0;0;0;0;0;0;0;0;0;0
potluck;;0;0;0;0;0;0;0;0;0;0
potpourri;;0;0;0;0;0;0;0;0;0;0
potter;;0;0;0;0;0;0;0;0;0;0
pottery;;0;0;0;0;0;0;0;0;0;0
pouch;;0;0;0;0;0;0;0;0;0;0
poultry;Gefl�gel;0;0;0;0;0;0;0;0;0;0
pound;Pfund;0;1;1;0;0;0;0;0;0;0
pour;gie�en;0;0;0;0;0;0;0;0;0;0
poverty;Armut;0;1;1;0;1;1;0;1;0;0
pow;;0;0;1;0;0;0;0;0;0;0
powder;Pulver;0;0;0;0;0;0;0;0;0;0
powdered;gepulvert;0;0;0;0;0;0;0;0;0;0
powdery;;0;0;0;0;0;0;0;0;0;0
powerful;m�chtig;1;0;1;1;1;1;1;0;0;1
powerfully;;1;0;0;0;0;1;0;0;0;0
powerless;;0;1;1;0;1;1;0;1;0;0
pox;;0;0;0;0;0;0;0;0;0;0
practicable;;0;0;0;0;0;0;0;0;0;0
practical;praktisch;0;0;0;0;0;0;0;0;0;0
practically;praktisch;0;0;0;0;0;0;0;0;0;0
practice;Praxis;1;0;0;0;0;0;0;0;0;0
practiced;ge�bt;1;0;0;0;0;0;1;0;1;1
practise;;1;0;0;1;0;0;0;0;0;0
practitioner;Praktiker;0;0;0;0;0;0;0;0;0;0
prairie;;0;0;0;0;0;0;0;0;0;0
praise;Lob;1;0;0;0;0;0;1;0;0;1
praised;;1;0;0;0;0;0;1;0;0;0
praiseworthy;;1;0;0;1;0;0;1;0;1;1
prank;Streich;0;1;0;0;0;0;0;0;1;0
praxis;praxis;0;0;0;0;0;0;0;0;0;0
pray;beten;1;0;0;1;0;1;1;0;1;1
prayer;Gebet;0;0;0;0;0;0;0;0;0;0
preach;predigen;0;0;0;0;0;0;0;0;0;0
preacher;Prediger;0;0;0;0;0;0;0;0;0;0
preaching;Predigt;0;0;0;0;0;0;0;0;0;0
preamble;;0;0;0;0;0;0;0;0;0;0
precarious;;0;1;0;1;0;1;0;1;0;0
precaution;Vorsorge;1;0;0;0;0;0;0;0;0;0
precautionary;;0;0;0;0;0;0;0;0;0;0
precede;;1;0;0;0;0;0;0;0;0;0
precedence;Vorrang;1;0;0;0;0;0;0;0;0;1
precedent;;0;0;0;0;0;0;0;0;0;0
preceding;;0;0;0;0;0;0;0;0;0;0
precept;;0;0;0;0;0;0;0;0;0;0
preceptor;;0;0;0;0;0;0;0;0;0;0
precession;;0;0;0;0;0;0;0;0;0;0
precinct;;0;1;0;0;0;0;0;0;0;0
precincts;;0;0;0;0;0;0;0;0;0;0
precious;kostbar;1;0;0;1;0;0;1;0;1;0
precipice;;0;0;0;0;0;1;0;0;0;0
precipitate;Niederschlag;0;0;0;0;0;0;0;0;0;0
precipitation;Niederschlag;0;0;0;0;0;0;0;0;0;0
precipitous;;0;0;0;0;0;0;0;0;0;0
precise;pr�zise;1;0;0;0;0;0;0;0;0;0
precisely;genau;0;0;0;0;0;0;0;0;0;0
precision;;1;0;0;0;0;0;0;0;0;0
preclude;;0;0;1;0;0;0;0;0;0;0
precocious;;0;0;0;0;0;0;0;0;0;0
precursor;Vorl�ufer;0;0;0;1;0;0;0;0;0;0
predatory;;0;1;0;0;0;0;0;0;0;0
predecessor;Vorg�nger;0;0;0;0;0;0;0;0;0;0
predicament;Zwangslage;0;1;0;0;0;1;0;0;0;0
predicate;Pr�dikat;0;0;0;0;0;0;0;0;0;0
predict;vorhersagen;0;0;0;1;0;0;0;0;0;0
predicting;;0;0;0;0;0;0;0;0;0;0
prediction;;0;0;0;1;0;0;0;0;0;0
predictive;;0;0;0;0;0;0;0;0;0;0
predictor;;0;0;0;0;0;0;0;0;0;0
predilection;;1;0;0;1;0;0;0;0;0;0
predispose;;0;0;0;1;0;0;0;0;0;0
predisposed;anf�llig;0;0;0;0;0;0;0;0;0;0
predisposition;;0;0;0;0;0;0;0;0;0;0
predominance;;0;0;0;0;0;0;0;0;0;0
predominant;vorherrschend;1;0;0;0;0;0;0;0;0;1
predominate;�berwiegen;0;0;0;0;0;0;0;0;0;0
preeminent;;1;0;0;0;0;0;0;0;0;0
preemption;;0;0;0;0;0;0;0;0;0;0
preface;;0;0;0;0;0;0;0;0;0;0
prefect;;0;0;0;0;0;0;0;0;0;0
prefer;bevorzugen;1;0;0;0;0;0;0;0;0;1
preference;Vorliebe;0;0;0;0;0;0;0;0;0;0
preferential;;0;0;0;0;0;0;0;0;0;0
prefix;Pr�fix;0;0;0;0;0;0;0;0;0;0
pregnancy;Schwangerschaft;0;1;0;0;1;0;0;0;0;0
prehistoric;pr�historisch;0;0;0;0;0;0;0;0;0;0
prejudice;Vorurteil;0;1;1;0;0;0;0;0;0;0
prejudiced;;0;1;0;0;1;1;0;0;0;0
prejudicial;abtr�glich;0;1;1;0;0;0;0;0;0;0
preliminary;Vor-;0;0;0;1;0;0;0;0;0;0
prelude;;0;0;0;0;0;0;0;0;0;0
premature;verfr�ht;0;0;0;0;0;0;0;0;1;0
prematurely;;0;0;0;0;0;0;0;0;0;0
premeditated;;0;1;0;0;0;1;0;0;0;0
premier;;1;0;0;0;0;0;0;0;0;0
premise;Pr�misse;0;0;0;0;0;0;0;0;0;0
premises;;1;0;0;0;0;0;0;0;0;0
premium;Pr�mie;0;0;0;0;0;0;0;0;0;0
preoccupation;;0;0;0;0;0;0;0;0;0;0
preoccupied;;0;0;0;0;0;0;0;0;0;0
preparation;Zubereitung;0;0;0;1;0;0;0;0;0;0
preparatory;Vorbereitungs-;0;0;0;1;0;0;0;0;0;0
prepare;bereiten;1;0;0;1;0;0;0;0;0;0
prepared;vorbereitet;1;0;0;1;0;0;0;0;0;1
preparedness;;0;0;0;1;0;0;0;0;0;0
preparer;Aufbereiter;0;0;0;0;0;0;0;0;0;0
preparing;Vorbereitung;0;0;0;0;0;0;0;0;0;0
preponderance;;0;0;0;0;0;0;0;0;0;1
prerequisite;Voraussetzung;0;0;0;1;0;0;0;0;0;0
prerogative;;0;0;0;0;0;0;0;0;0;0
prescient;;1;0;0;1;0;0;0;0;0;0
prescribed;vorgeschrieben;0;0;0;0;0;0;0;0;0;0
prescription;Verschreibung;0;0;0;0;0;0;0;0;0;0
prescriptive;;0;0;0;0;0;0;0;0;0;0
presence;Gegenwart;1;0;0;0;0;0;0;0;0;0
present;Geschenk;1;0;0;1;0;0;1;0;1;1
presentable;;1;0;0;0;0;0;0;0;0;0
presentation;Pr�sentation;0;0;0;0;0;0;0;0;0;0
presentment;;1;1;0;0;0;0;0;0;0;0
preservation;Erhaltung;0;0;0;0;0;0;0;0;0;0
preservative;;1;0;0;1;0;0;1;0;1;1
preserve;bewahren;1;0;0;0;0;0;0;0;0;0
preserved;konserviert;0;0;0;0;0;0;0;0;0;0
preserving;Erhaltung;0;0;0;0;0;0;0;0;0;0
preside;;0;0;0;0;0;0;0;0;0;0
presidency;;0;0;0;0;0;0;0;0;0;0
president;Pr�sident;1;0;0;0;0;0;0;0;0;1
press;Presse;0;0;0;0;0;0;0;0;0;0
pressing;;0;0;0;0;0;0;0;0;0;0
pressure;Druck;0;1;0;0;0;0;0;0;0;0
prestige;Ansehen;1;0;0;0;0;0;1;0;0;1
presto;;1;0;0;0;0;0;1;0;1;0
presumption;Vermutung;0;0;0;0;0;0;0;0;0;1
presumptive;;0;0;0;0;0;0;0;0;0;0
presumptuous;;0;1;1;0;1;0;0;0;0;0
presuppose;;0;0;0;0;0;0;0;0;0;0
pretend;vorgeben;0;1;0;0;0;0;0;0;0;0
pretended;;0;1;0;0;0;0;0;0;0;0
pretending;;0;1;1;0;0;0;0;0;0;0
pretense;Schein;0;1;0;0;0;0;0;0;0;0
pretensions;;0;1;0;0;0;0;0;0;0;0
pretext;;0;0;0;0;0;0;0;0;0;0
pretty;h�bsch;1;0;0;1;0;0;1;0;0;1
prevail;herrschen;1;0;0;1;0;0;1;0;0;0
prevailing;vorherrschend;0;0;0;0;0;0;0;0;0;0
prevalence;;0;0;0;0;0;0;0;0;0;0
prevalent;;0;0;0;0;0;0;0;0;0;1
prevent;verhindern;0;0;0;0;0;1;0;0;0;0
preventative;;0;0;0;0;0;0;0;0;0;0
prevention;Vorbeugung;1;0;0;1;0;0;0;0;0;0
preventive;pr�ventiv;0;1;0;0;0;0;0;0;0;0
previous;fr�her;0;0;0;0;0;0;0;0;0;0
previously;vorher;0;0;0;0;0;0;0;0;0;0
prey;;0;1;0;0;0;1;0;0;0;0
price;Preis;0;0;0;0;0;0;0;0;0;0
priceless;;1;0;0;0;0;0;0;0;0;0
prick;Stich;0;1;1;0;1;1;0;0;1;0
prickly;;0;1;0;0;0;0;0;0;0;0
pride;Stolz;1;0;0;0;0;0;1;0;0;0
priest;Priester;1;0;0;0;0;0;0;0;0;1
priesthood;;1;0;0;1;0;0;1;1;0;1
priestly;;1;0;0;0;0;0;0;0;0;0
prim;;0;0;0;0;0;0;0;0;0;0
primacy;;1;0;0;0;0;0;0;0;0;0
primary;Haupt-;1;0;0;0;0;0;0;0;0;0
primate;Primas;0;0;0;0;0;0;0;0;0;0
primates;Primaten;0;0;0;0;0;0;0;0;0;0
prime;Primzahl;1;0;0;0;0;0;0;0;0;0
primed;;0;0;0;0;0;0;0;0;0;0
primer;;1;0;0;0;0;0;0;0;0;1
primeval;;0;0;0;0;0;0;0;0;0;0
priming;Grundierung;0;0;0;0;0;0;0;0;0;0
primitive;;0;0;0;0;0;0;0;0;0;0
primordial;;0;0;0;0;0;0;0;0;0;0
prince;Prinz;1;0;0;0;0;0;0;0;0;0
princely;;1;0;0;1;0;0;1;0;1;1
princess;Prinzessin;1;0;0;0;0;0;0;0;0;0
principal;Haupt-;1;0;0;0;0;0;0;0;0;1
principally;;0;0;0;0;0;0;0;0;0;0
principle;Prinzip;0;0;0;0;0;0;0;0;0;0
print;Druck;0;0;0;0;0;0;0;0;0;0
printer;Drucker;0;0;0;0;0;0;0;0;0;0
printing;Drucken;0;0;0;0;0;0;0;0;0;0
prior;vor;0;0;0;0;0;0;0;0;0;0
priority;Priorit�t;0;0;0;0;0;0;0;0;0;0
priory;;0;0;0;0;0;0;0;0;0;0
prism;Prisma;0;0;0;0;0;0;0;0;0;0
prismatic;prismatisch;0;0;0;0;0;0;0;0;0;0
prison;Gef�ngnis;0;1;1;0;0;1;0;1;0;0
prisoner;Gefangene;0;1;1;0;1;1;0;1;0;0
pristine;urspr�nglich;1;0;0;0;0;0;0;0;0;0
privacy;Privatsph�re;0;0;0;0;0;0;0;0;0;0
private;privat;0;0;0;0;0;0;0;0;0;0
privately;privat;0;0;0;0;0;0;0;0;0;0
privilege;;0;0;0;0;0;0;0;0;0;0
privileged;;1;0;0;0;0;0;1;0;0;1
privy;eingeweiht;0;1;0;0;0;0;0;0;0;1
probability;Wahrscheinlichkeit;0;0;0;1;0;0;0;0;0;0
probable;wahrscheinlich;0;0;0;0;0;0;0;0;0;0
probation;Bew�hrung;0;0;0;1;0;1;0;1;0;0
probationary;;0;0;0;0;0;0;0;0;0;0
probative;beweiskr�ftig;0;0;0;0;0;0;0;0;0;0
probe;Sonde;0;0;0;0;0;0;0;0;0;0
probity;;1;0;0;0;0;0;0;0;0;1
problem;Problem;0;1;0;0;0;1;0;1;0;0
procedure;Verfahren;1;0;0;0;0;1;0;0;0;0
proceed;vorgehen;0;0;0;0;0;0;0;0;0;0
proceeding;Vorgehen;0;0;0;1;0;0;0;0;0;0
proceeds;;0;0;0;0;0;0;0;0;0;0
process;Prozess;0;0;0;0;0;0;0;0;0;0
procession;Prozession;1;0;0;0;0;0;1;1;1;0
proclaim;verk�nden;0;0;0;0;0;0;0;0;0;0
proclamation;;0;0;0;0;0;0;0;0;0;0
procrastinate;;0;1;0;0;0;0;0;0;0;0
procrastination;Z�gern;0;1;0;0;0;0;0;0;0;0
procreation;;0;0;0;0;0;0;0;0;0;0
proctor;;1;0;0;0;0;0;0;0;0;1
procure;beschaffen;1;0;0;0;0;0;0;0;0;0
procurement;Beschaffung;0;0;0;0;0;0;0;0;0;0
prod;;0;0;0;0;0;0;0;0;0;0
prodigal;;1;1;0;0;0;0;0;0;0;0
prodigious;;1;0;0;0;0;0;0;0;0;0
prodigy;;1;0;0;0;0;0;0;0;0;0
produce;produzieren;0;0;0;0;0;0;0;0;0;0
produced;hergestellt;0;0;0;0;0;0;0;0;0;0
producer;Hersteller;1;0;0;0;0;0;0;0;0;0
producing;Herstellung;1;0;0;0;0;0;0;0;0;0
product;Produkt;0;0;0;0;0;0;0;0;0;0
production;Herstellung;1;0;0;1;0;0;0;0;0;0
productive;produktiv;1;0;0;0;0;0;0;0;0;0
productivity;;1;0;0;0;0;0;0;0;0;0
profane;;0;1;1;0;0;0;0;0;0;0
profanity;;0;1;1;0;0;0;0;0;0;0
profess;erkl�ren;0;0;0;0;0;0;0;0;0;0
profession;Beruf;1;0;0;0;0;0;0;0;0;0
professional;Profi;1;0;0;0;0;0;0;0;0;1
professor;Professor;1;0;0;0;0;0;0;0;0;1
professorship;;0;0;0;0;0;0;0;0;0;1
proficiency;;1;0;0;1;0;0;1;0;1;1
proficient;t�chtig;1;0;0;0;0;0;0;0;0;1
profile;Profil;0;0;0;0;0;0;0;0;0;0
profit;Gewinn;0;0;0;0;0;0;0;0;0;0
profuse;;1;0;0;0;0;0;0;0;0;0
profusion;;0;1;0;0;0;0;0;0;0;0
prog;;0;0;0;0;0;0;0;0;0;0
progenitor;;0;0;0;0;0;0;0;0;0;0
progeny;Nachkommen;0;0;0;0;0;0;0;0;0;0
prognosis;;0;0;0;1;0;1;0;0;0;0
prognostic;;0;0;0;1;0;0;0;0;0;0
program;Programm;0;0;0;0;0;0;0;0;0;0
programme;;0;0;0;0;0;0;0;0;0;0
programmer;;0;0;0;0;0;0;0;0;0;0
progress;Fortschritt;1;0;0;1;0;0;1;0;0;0
progression;Progression;1;0;0;1;0;0;1;1;0;1
progressive;;1;0;0;0;0;0;0;0;0;0
prohibit;verbieten;0;0;0;0;0;0;0;0;0;0
prohibited;verboten;0;1;1;0;1;1;0;0;0;0
prohibition;Verbot;0;1;0;0;0;0;0;0;0;0
prohibitive;;0;0;0;0;0;0;0;0;0;0
project;Projekt;0;0;0;0;0;0;0;0;0;0
projectile;;0;0;0;0;0;1;0;0;0;0
projectiles;;0;0;0;0;0;1;0;0;0;0
projecting;vorspringend;0;0;0;0;0;0;0;0;0;0
projection;;0;0;0;0;0;0;0;0;0;0
projector;Projektor;0;0;0;0;0;0;0;0;0;0
proletarian;;0;0;0;0;0;0;0;0;0;0
proletariat;Proletariat;0;0;0;0;0;0;0;0;0;0
prolific;fruchtbar;1;0;0;0;0;0;0;0;0;0
prologue;;0;0;0;1;0;0;0;0;0;0
prolong;verl�ngern;0;1;0;0;1;0;0;0;0;0
prolongation;;0;0;0;0;0;0;0;0;0;0
prolonged;ausgedehnt;0;0;0;0;0;0;0;0;0;0
promenade;;0;0;0;0;0;0;0;0;0;0
prominence;;1;0;0;0;0;0;0;0;0;0
prominently;;1;0;0;0;0;0;0;0;0;0
promiscuous;;0;1;0;0;0;0;0;0;0;0
promise;Versprechen;1;0;0;0;0;0;1;0;0;1
promising;viel versprechend;1;0;0;0;0;0;0;0;0;0
promissory;;0;0;0;0;0;0;0;0;0;0
promontory;;0;0;0;0;0;0;0;0;0;0
promote;f�rdern;0;0;0;0;0;0;0;0;0;0
promoter;Promoter;0;0;0;0;0;0;0;0;0;0
promotion;F�rderung;1;0;0;0;0;0;0;0;0;0
prompt;Eingabeaufforderung;0;0;0;0;0;0;0;0;0;0
prompting;;0;0;0;0;0;0;0;0;0;0
promulgate;;0;0;0;0;0;0;0;0;0;0
promulgation;;0;0;0;0;0;0;0;0;0;0
prone;anf�llig;0;0;0;0;0;0;0;0;0;0
prong;;0;0;0;0;0;0;0;0;0;0
pronounce;aussprechen;0;0;0;0;0;0;0;0;0;0
pronounced;ausgepr�gt;0;0;0;0;0;0;0;0;0;0
pronouncement;;0;0;0;0;0;0;0;0;0;0
pronunciation;Aussprache;0;0;0;0;0;0;0;0;0;0
proof;Beweis;0;0;0;0;0;0;0;0;0;1
prop;St�tze;1;0;0;0;0;0;0;0;0;0
propaganda;;0;1;0;0;0;0;0;0;0;0
propagate;propagieren;0;0;0;0;0;0;0;0;0;0
propagation;Fortpflanzung;0;0;0;0;0;0;0;0;0;0
propane;Propan;0;0;0;0;0;0;0;0;0;0
propel;;0;0;0;0;0;0;0;0;0;0
propelled;;0;0;0;0;0;0;0;0;0;0
propeller;;0;0;0;0;0;0;0;0;0;0
propelling;;0;0;0;0;0;0;0;0;0;0
propensity;;0;0;0;0;0;0;0;0;0;0
proper;richtig;1;0;0;0;0;0;0;0;0;0
property;Eigentum;0;0;0;0;0;0;0;0;0;0
prophecy;Prophezeiung;0;0;0;1;0;0;0;0;0;0
prophesy;;0;0;0;0;0;0;0;0;0;0
prophet;;1;0;0;1;0;0;0;0;0;1
prophetic;prophetisch;0;0;0;1;0;0;0;0;0;0
prophylactic;;1;0;0;1;0;0;0;0;0;1
prophylaxis;;0;0;0;0;0;0;0;0;0;0
proportion;Anteil;0;0;0;0;0;0;0;0;0;0
proportional;;0;0;0;0;0;0;0;0;0;0
proportionate;;0;0;0;0;0;0;0;0;0;0
proportions;Anteile;0;0;0;0;0;0;0;0;0;0
proposal;Vorschlag;0;0;0;0;0;0;0;0;0;0
proposition;Vorschlag;1;0;0;0;0;0;0;0;0;0
proprietary;Eigentums-;0;0;0;0;0;0;0;0;0;0
proprietor;Inhaber;0;0;0;0;0;0;0;0;0;0
proprietorship;;0;0;0;0;0;0;0;0;0;0
propriety;Richtigkeit;0;0;0;0;0;0;0;0;0;0
propulsion;Antrieb;0;0;0;0;0;0;0;0;0;0
prose;;0;0;0;0;0;0;0;0;0;0
prosecute;strafrechtlich verfolgen;0;1;1;0;0;1;0;1;0;0
prosecution;Strafverfolgung;0;1;0;0;1;0;0;0;0;0
prosecutor;Ankl�ger;0;0;0;0;0;0;0;0;0;0
prospect;Aussicht;1;0;0;0;0;0;0;0;0;0
prospective;;0;0;0;0;0;0;0;0;0;0
prospectively;;0;0;0;1;0;0;0;0;0;0
prospectus;;0;0;0;0;0;0;0;0;0;0
prosper;gedeihen;1;0;0;1;0;0;1;0;0;0
prosperity;Wohlstand;1;0;0;0;0;0;0;0;0;0
prosperous;wohlhabend;1;0;0;0;0;0;1;0;0;0
prostitute;Prostituierte;0;1;0;0;1;0;0;0;0;0
prostitution;;0;1;0;0;1;0;0;1;0;0
prostrate;hingestreckt;0;0;0;0;0;0;0;0;0;0
protagonist;;0;0;0;0;0;0;0;0;0;0
protect;sch�tzen;1;0;0;0;0;0;0;0;0;0
protected;gesch�tzt;0;0;0;0;0;0;0;0;0;1
protecting;;1;0;0;0;0;0;0;0;0;1
protection;Schutz;0;0;0;0;0;0;0;0;0;0
protective;Schutz-;1;0;0;0;0;0;0;0;0;0
protector;Besch�tzer;1;0;0;0;0;0;0;0;0;1
protein;Eiwei�;0;0;0;0;0;0;0;0;0;0
protest;;0;0;0;0;0;0;0;0;0;0
protestant;;0;0;0;0;0;1;0;0;0;0
protocol;Protokoll;0;0;0;0;0;0;0;0;0;0
prototype;Prototyp;0;0;0;0;0;0;0;0;0;0
protozoa;;0;0;0;0;0;0;0;0;0;0
protracted;langwierig;0;0;0;0;0;0;0;0;0;0
protrude;herausragen;0;0;0;0;0;0;0;0;0;0
protrusion;;0;0;0;0;0;0;0;0;0;0
proud;stolz;1;0;0;1;0;0;1;0;0;1
prove;beweisen;1;0;0;0;0;0;0;0;0;0
proven;bew�hrt;0;0;0;0;0;0;0;0;0;1
proverb;;0;0;0;0;0;0;0;0;0;0
proverbial;;1;0;0;0;0;0;0;0;0;0
provide;liefern;1;0;0;0;0;0;0;0;0;1
provided;versehen;0;0;0;0;0;0;0;0;0;0
providence;;0;0;0;0;0;0;0;0;0;0
providing;;1;0;0;1;0;0;1;0;0;1
province;;0;0;0;0;0;0;0;0;0;0
provincial;provinziell;0;0;0;0;0;0;0;0;0;0
provision;Bestimmung;0;0;0;0;0;0;0;0;0;0
provisionally;;0;0;0;0;0;0;0;0;0;0
provisions;Bestimmungen;0;0;0;0;0;0;0;0;0;0
proviso;;0;0;0;0;0;0;0;0;0;1
provocation;;0;1;1;0;0;0;0;0;0;0
provocative;provokativ;0;0;0;0;0;0;0;0;0;0
provoking;provozierend;0;1;1;0;1;0;0;0;0;0
provost;;0;0;0;0;0;0;0;0;0;0
prowess;;0;0;0;0;0;0;0;0;0;0
prowl;;0;0;0;0;0;1;0;0;1;0
proximal;;0;0;0;0;0;0;0;0;0;0
proximate;N�he;0;0;0;0;0;0;0;0;0;0
proximity;N�he;0;0;0;0;0;0;0;0;0;0
proxy;Vollmacht;0;0;0;0;0;0;0;0;0;1
prudence;;1;0;0;0;0;0;0;0;0;0
prudent;;1;0;0;0;0;0;0;0;0;1
prune;;0;0;0;0;0;0;0;0;0;0
pry;;0;1;1;1;0;0;0;0;0;1
prying;;0;1;0;0;0;0;0;0;0;0
psalm;;1;0;0;0;0;0;0;0;0;0
pseudo;Pseudo-;0;0;0;0;0;0;0;0;0;0
pseudonym;Pseudonym;0;0;0;0;0;0;0;0;0;0
psyche;;0;0;0;0;0;0;0;0;0;0
psychical;;0;0;0;0;0;0;0;0;0;0
psychics;;0;0;0;0;0;0;0;0;0;0
psychological;;0;0;0;0;0;0;0;0;0;0
psychologist;Psychologe;0;0;0;0;0;0;0;0;0;0
psychology;Psychologie;0;0;0;0;0;0;0;0;0;0
psychosis;;0;1;1;0;0;1;0;1;0;0
pub;Kneipe;0;0;0;0;0;0;0;0;0;0
puberty;;0;0;0;0;0;0;0;0;0;0
pubescent;pubertierenden;0;0;0;0;0;0;0;0;0;0
public;�ffentlichkeit;1;0;0;1;0;0;0;0;0;0
publication;;0;0;0;0;0;0;0;0;0;0
publicist;;0;1;0;0;0;0;0;0;0;0
publicity;Werbung;0;0;0;0;0;0;0;0;0;0
publicly;;0;0;0;0;0;0;0;0;0;0
publish;ver�ffentlichen;0;0;0;0;0;0;0;0;0;0
published;ver�ffentlicht;0;0;0;0;0;0;0;0;0;0
publisher;Herausgeber;0;0;0;0;0;0;0;0;0;0
pudding;;0;0;0;0;0;0;0;0;0;0
puddle;Pf�tze;0;0;0;0;0;0;0;0;0;0
puff;;0;0;0;0;0;0;0;0;0;0
puffy;aufgedunsen;0;1;0;0;0;0;0;0;0;0
pug;Mops;0;0;0;0;0;0;0;0;0;0
puke;kotzen;0;0;0;0;1;0;0;0;0;0
pull;ziehen;1;0;0;0;0;0;0;0;0;0
pulley;Flaschenzug;0;0;0;0;0;0;0;0;0;0
pullover;zur Seite fahren;0;0;0;0;0;0;0;0;0;0
pulmonary;;0;0;0;0;0;0;0;0;0;0
pulp;Fruchtfleisch;0;0;0;0;0;0;0;0;0;0
pulpit;;1;0;0;0;0;0;0;0;0;0
pulsation;Pulsieren;0;0;0;0;0;0;0;0;0;0
pulse;Puls;0;0;0;0;0;0;0;0;0;0
puma;Puma;0;0;0;0;0;1;0;0;1;0
pump;Pumpe;0;0;0;0;0;0;0;0;0;0
pun;Wortspiel;0;0;0;0;0;0;0;0;0;0
punch;schlagen;0;1;1;0;0;1;0;1;1;0
punctual;p�nktlich;1;0;0;1;0;0;0;0;0;1
punctuality;;1;0;0;0;0;0;0;0;0;0
punctually;;0;0;0;0;0;0;0;0;0;0
punctuation;Zeichensetzung;0;0;0;0;0;0;0;0;0;0
puncture;Einstich;0;0;0;0;0;0;0;0;0;0
pundit;;0;0;0;0;0;0;0;0;0;0
pungent;;0;1;0;0;1;0;0;0;0;0
punish;bestrafen;0;1;0;0;0;1;0;0;0;0
punished;bestraft;0;1;1;1;1;1;0;1;0;0
punishing;;0;1;1;0;0;1;0;1;0;0
punishment;Strafe;0;1;1;0;1;1;0;0;0;0
punitive;;0;1;1;0;0;1;0;1;0;0
punk;Punk;0;0;0;0;0;0;0;0;0;0
punt;Punt;0;0;0;1;0;0;0;0;0;0
puny;k�mmerlich;0;0;0;0;0;0;0;0;0;0
pup;Welpe;0;0;0;0;0;0;0;0;0;0
pupil;Sch�ler;0;0;0;0;0;0;0;0;0;0
puppet;;0;0;0;0;0;0;0;0;0;0
puppy;H�ndchen;1;0;0;1;0;0;0;0;0;1
purchase;Kauf;0;0;0;0;0;0;0;0;0;0
purchaser;K�ufer;0;0;0;0;0;0;0;0;0;0
purchasing;;0;0;0;0;0;0;0;0;0;0
puree;;0;0;0;0;0;0;0;0;0;0
purely;rein;1;0;0;0;0;0;0;0;0;1
purgatory;Fegefeuer;0;1;0;0;1;1;0;0;0;0
purge;;0;1;0;0;0;1;0;0;0;0
purification;Reinigung;1;0;0;0;0;0;0;0;0;1
purify;reinigen;1;0;0;0;0;0;1;0;0;1
purist;;1;0;0;0;0;0;0;0;0;0
purity;Reinheit;1;0;0;0;0;0;0;0;1;0
purple;lila;0;0;0;0;0;0;0;0;0;0
purport;Tenor;0;0;0;0;0;0;0;0;0;0
purpose;Zweck;0;0;0;0;0;0;0;0;0;0
purposely;;0;0;0;0;0;0;0;0;0;0
purr;schnurren;1;0;0;0;0;0;1;0;0;1
purse;Geldbeutel;0;0;0;0;0;0;0;0;0;0
pursuance;;0;0;0;0;0;0;0;0;0;0
pursuing;;0;0;0;0;0;0;0;0;0;0
pursuit;Verfolgung;0;0;0;0;0;0;0;0;0;0
purveyor;;0;0;0;0;0;0;0;0;0;0
purview;;0;0;0;0;0;0;0;0;0;0
pus;Eiter;0;1;0;0;1;0;0;0;0;0
push;dr�cken;0;0;0;0;0;0;0;0;0;0
pushing;Schieben;0;0;0;0;0;0;0;0;0;0
puss;Mieze;0;0;0;0;0;0;0;0;0;0
pussy;Muschi;0;0;0;0;0;0;0;0;0;0
pussycat;Miezekatze;0;0;0;0;0;0;0;0;0;0
put;setzen;0;0;0;0;0;0;0;0;0;0
putative;mutma�lich;0;0;0;0;0;0;0;0;0;1
puts;puts;0;0;0;0;0;0;0;0;0;0
putty;Kitt;0;0;0;0;0;0;0;0;0;0
puzzled;verdutzt;0;0;0;0;0;0;0;0;0;0
puzzling;;0;0;0;0;0;0;0;0;0;0
